,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
3786,3786,0.271,52,5,0,1,10,1,23,0,100,2,1,5,3,1,1,12,1,0.0
3792,3792,0.138,289,5,1,0,32,1,42,0,95,7,14,5,3,8,3,7,0,0.0
3818,3818,0.364,372,3,0,0,30,1,49,0,51,1,14,5,3,9,4,8,2,0.0
3855,3855,0.5,546,8,1,0,32,1,64,0,50,5,13,5,1,5,3,6,1,0.0
3858,3858,0.083,359,1,1,0,29,1,48,0,50,2,15,5,3,9,3,18,2,0.0
3867,3867,0.5,527,5,1,0,0,2,64,0,50,5,11,5,1,6,5,13,1,0.0
3885,3885,0.75,326,7,1,0,32,0,53,0,50,5,9,5,1,4,3,10,1,0.0
3886,3886,0.416,108,2,1,0,29,2,29,0,76,1,5,5,3,1,1,11,1,0.0
3887,3887,0.131,199,6,1,1,32,1,35,0,50,5,11,5,3,8,4,10,1,0.0
3927,3927,0.186,408,7,1,0,0,0,53,1,50,2,20,5,3,9,3,15,2,0.0
3941,3941,0.416,435,7,1,0,34,0,56,1,50,5,16,5,1,8,3,15,0,0.0
3971,3971,0.14,176,8,0,0,34,2,32,0,50,5,8,5,1,4,4,15,1,0.0
4009,4009,0.7,136,8,0,0,32,1,29,0,85,5,12,5,1,7,3,9,1,0.0
4017,4017,0.516,19,7,1,0,32,1,26,0,100,5,7,5,1,4,4,17,1,1204.0
4044,4044,0.6,189,2,1,0,32,1,33,0,51,6,20,5,3,9,3,16,2,0.0
4052,4052,0.5,150,2,0,0,32,1,34,0,51,2,2,5,3,1,1,11,1,0.0
4065,4065,0.499,306,7,1,0,34,0,44,0,50,3,12,5,1,5,3,15,0,0.0
4073,4073,0.666,300,8,1,0,32,1,63,0,50,5,9,5,1,5,4,9,1,0.0
4086,4086,0.631,119,0,0,0,32,0,38,0,80,2,5,5,3,1,1,20,1,0.0
4104,4104,0.485,383,2,0,0,32,2,52,0,50,2,13,5,3,9,5,13,1,0.0
4110,4110,0.893,319,6,0,0,32,2,48,0,50,4,13,5,1,5,3,10,1,0.0
4121,4121,0.021,290,6,1,0,32,1,44,0,50,5,13,5,3,8,4,3,1,0.0
4127,4127,0.37,59,5,1,0,32,1,29,0,80,2,14,5,3,9,3,20,0,0.0
4142,4142,0.005,300,4,1,0,30,1,48,0,50,5,15,5,1,8,3,17,2,0.0
4168,4168,0.167,201,5,1,1,10,1,34,0,64,5,15,5,1,7,3,15,1,0.0
4179,4179,0.666,274,3,1,0,0,2,41,0,90,3,14,5,1,5,3,16,0,0.0
4185,4185,0.833,314,8,0,0,32,1,47,1,60,6,13,5,1,2,3,12,2,0.0
4195,4195,0.217,97,0,0,0,25,2,35,0,95,2,2,5,3,1,1,14,1,0.0
4201,4201,0.249,461,6,1,0,20,0,57,0,85,5,11,5,1,5,5,15,1,0.0
4225,4225,0.5,284,2,1,0,32,1,41,0,51,4,13,5,3,7,3,8,0,0.0
4226,4226,0.781,333,0,1,0,39,0,61,0,76,5,15,5,3,9,3,7,0,0.0
4259,4259,0.75,459,8,1,0,25,1,56,0,50,0,10,5,1,0,0,18,1,0.0
4299,4299,0.666,207,5,1,0,32,1,35,0,50,6,14,5,1,3,3,12,0,0.0
4306,4306,0.2,488,3,0,0,32,0,59,1,97,2,1,5,3,1,1,13,0,0.0
4324,4324,0.249,344,0,1,0,34,2,46,0,50,2,26,5,3,9,3,17,0,0.0
4362,4362,0.508,274,1,1,0,27,2,43,0,50,7,11,5,1,5,5,18,1,0.0
4375,4375,0.002,160,0,1,1,32,1,31,0,112,2,3,5,3,1,1,16,2,0.0
4385,4385,0.083,414,8,1,0,32,1,52,0,50,5,12,5,1,7,3,12,0,0.0
4404,4404,0.368,168,0,0,0,0,0,58,1,56,5,13,5,3,8,3,18,1,0.0
4407,4407,0.5,433,7,1,0,32,2,54,0,50,5,9,5,1,5,4,11,2,0.0
4411,4411,0.333,269,3,1,0,0,2,41,0,50,6,17,5,3,8,3,1,2,0.0
4413,4413,0.294,0,1,1,0,10,1,19,0,100,1,9,5,3,5,1,16,2,0.0
4419,4419,0.499,145,6,1,0,32,1,30,0,54,4,15,5,1,5,3,1,1,0.0
4420,4420,0.342,346,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
4422,4422,0.546,288,3,0,0,32,1,43,0,50,2,2,5,3,1,1,9,1,1204.0
4434,4434,0.083,255,3,1,0,32,0,42,0,58,6,16,5,3,9,4,11,0,0.0
4436,4436,0.025,401,6,1,0,44,2,52,0,50,7,15,5,1,8,3,17,0,0.0
4453,4453,0.916,167,8,1,1,34,1,33,1,64,5,5,5,1,4,2,13,1,0.0
4462,4462,0.5,320,4,1,0,34,1,45,1,54,6,11,5,1,2,4,16,2,0.0
4475,4475,0.103,395,1,0,0,32,0,51,0,57,2,4,5,3,1,1,8,1,0.0
4480,4480,0.083,221,7,0,1,32,1,36,0,50,5,8,5,1,5,4,15,2,0.0
4516,4516,0.169,380,8,1,0,32,1,58,0,50,5,10,5,1,4,5,14,1,0.0
4520,4520,0.005,68,0,0,1,32,1,24,1,100,2,2,5,3,1,1,17,1,0.0
4523,4523,0.833,473,8,1,0,39,0,60,0,50,7,10,5,1,5,5,11,1,0.0
4532,4532,0.764,407,4,1,0,39,0,85,0,50,5,9,5,1,5,4,7,2,0.0
4535,4535,0.23,425,0,1,0,32,1,59,0,50,2,2,5,3,1,1,16,2,0.0
4548,4548,0.083,128,7,0,0,0,2,30,0,100,5,14,5,1,7,3,15,2,0.0
4584,4584,0.325,185,8,1,0,32,0,57,1,90,5,12,5,1,5,3,19,1,0.0
4620,4620,0.749,132,6,1,0,0,2,42,0,90,3,10,5,1,4,5,14,0,0.0
4636,4636,0.5,308,8,0,0,34,1,46,0,50,5,9,5,1,5,5,15,1,0.0
4638,4638,0.25,63,8,1,1,32,1,25,0,80,5,9,5,1,4,4,13,1,0.0
4663,4663,0.333,63,6,0,0,32,0,26,0,95,5,11,5,1,7,5,13,1,0.0
4665,4665,0.249,179,3,1,1,44,2,33,0,85,5,13,5,3,9,4,8,1,0.0
4673,4673,0.666,254,6,0,0,32,0,39,0,90,4,10,5,1,5,4,13,1,0.0
4688,4688,0.172,80,4,1,0,32,1,26,0,95,5,10,5,1,5,5,13,1,0.0
4689,4689,0.416,245,1,0,1,25,2,44,0,50,2,14,5,3,9,4,16,1,0.0
4690,4690,1.0,442,2,1,0,0,2,54,0,50,2,16,5,3,9,3,16,0,0.0
4693,4693,0.833,111,5,1,0,32,1,45,0,85,7,10,5,1,4,5,7,1,0.0
4694,4694,0.249,611,8,0,0,39,0,83,1,50,5,12,5,1,7,5,15,0,0.0
4726,4726,0.539,146,0,1,0,32,1,39,0,64,2,5,5,3,1,1,8,1,0.0
4729,4729,0.169,380,8,1,0,32,1,58,0,50,5,10,5,1,4,5,14,1,0.0
4754,4754,0.566,383,7,1,0,32,1,56,0,50,5,10,5,1,5,5,17,1,0.0
4792,4792,0.5,275,6,1,0,32,0,55,0,106,5,12,5,1,7,3,17,0,0.0
4803,4803,0.284,114,0,0,1,32,0,28,0,90,2,3,5,3,1,1,5,1,0.0
4804,4804,0.083,396,8,1,0,32,0,60,0,50,5,7,5,1,3,3,11,1,0.0
4809,4809,0.166,405,3,0,0,32,1,52,0,50,1,5,5,3,1,1,17,1,0.0
4840,4840,0.314,201,0,0,1,32,1,35,1,80,2,3,5,3,1,1,10,0,0.0
4854,4854,0.978,149,5,1,0,32,1,31,0,64,3,14,5,1,5,3,10,1,0.0
4887,4887,0.547,108,6,1,1,32,0,30,0,85,5,10,5,1,6,5,18,1,0.0
4892,4892,0.166,435,3,1,0,32,0,78,1,62,2,2,5,3,1,1,7,1,0.0
4903,4903,0.848,257,6,1,0,32,2,43,0,80,8,11,5,1,2,0,10,1,0.0
4932,4932,0.654,313,2,1,0,0,1,55,0,50,2,4,5,3,1,1,16,1,0.0
4937,4937,0.513,460,6,0,0,32,1,58,1,50,5,15,5,1,8,3,13,1,0.0
4954,4954,0.25,137,5,1,0,32,2,31,0,68,5,13,5,3,9,5,15,1,0.0
4965,4965,0.544,262,8,1,0,32,1,40,0,68,5,11,5,1,5,3,9,1,0.0
4971,4971,0.002,142,0,1,0,32,2,30,0,85,2,5,5,3,1,1,12,0,0.0
5004,5004,0.499,237,7,0,0,34,0,47,0,50,5,12,5,1,5,3,19,1,0.0
5006,5006,0.382,387,4,0,0,34,0,52,0,50,5,9,5,1,5,5,16,0,0.0
5017,5017,0.333,107,5,0,0,32,1,34,0,64,3,13,5,3,7,3,18,1,0.0
5022,5022,0.469,587,0,1,0,39,0,74,0,50,5,18,5,3,9,3,2,2,1488.37
5073,5073,0.401,394,2,1,0,29,2,51,0,53,2,4,5,3,1,1,17,1,0.0
5078,5078,0.722,453,6,1,0,0,1,55,0,90,6,13,5,1,2,3,13,2,0.0
5084,5084,0.244,205,3,1,0,25,1,42,0,60,7,12,5,3,8,5,9,1,0.0
5086,5086,0.916,108,2,1,0,0,2,30,0,64,1,5,5,3,1,1,10,1,0.0
5114,5114,0.058,101,0,1,1,32,1,32,0,95,2,4,5,3,1,1,7,1,0.0
5120,5120,0.833,77,4,0,1,32,1,25,0,95,2,4,5,3,1,1,18,1,0.0
5127,5127,0.463,314,3,1,0,27,2,57,0,52,7,11,5,1,6,5,14,1,0.0
5144,5144,0.083,462,6,1,0,27,2,56,0,50,8,10,5,1,3,0,13,0,0.0
5157,5157,0.416,438,1,1,0,0,2,55,0,50,5,17,5,3,9,3,6,2,0.0
5198,5198,0.912,498,7,1,0,39,0,65,1,50,5,10,5,1,5,5,13,0,0.0
5203,5203,0.061,345,3,1,0,32,2,47,0,50,5,12,5,3,8,5,9,1,0.0
5215,5215,0.939,402,3,0,0,32,1,54,1,50,1,4,5,3,1,1,13,0,0.0
5220,5220,0.916,104,0,0,1,32,1,27,0,106,2,5,5,3,1,1,8,2,0.0
5240,5240,0.312,392,0,0,0,32,0,51,0,61,2,4,5,3,1,1,8,1,0.0
5250,5250,0.749,55,2,0,0,32,0,30,0,80,1,5,5,3,1,1,16,1,0.0
5252,5252,0.499,90,6,1,1,10,1,27,0,68,5,7,5,1,4,4,8,1,0.0
5260,5260,0.333,326,3,0,0,32,1,46,0,50,2,14,5,3,9,4,5,1,0.0
5275,5275,0.166,312,8,0,0,32,1,47,1,64,6,13,5,1,2,3,12,2,0.0
5279,5279,0.25,272,4,1,0,29,2,53,0,54,3,12,5,1,5,3,19,1,0.0
5288,5288,0.333,157,5,1,1,32,1,31,0,95,2,14,5,3,9,4,17,0,0.0
5298,5298,0.039,336,0,0,0,32,0,48,0,50,3,12,5,3,8,4,16,0,0.0
5299,5299,0.963,148,2,1,1,32,0,30,0,56,1,14,5,3,9,4,15,0,0.0
5318,5318,0.106,487,6,1,0,39,0,80,0,50,5,10,5,1,5,5,16,1,0.0
5345,5345,0.784,165,5,1,1,32,0,33,0,62,5,8,5,1,5,4,15,1,0.0
5347,5347,0.249,208,3,1,1,32,1,35,0,54,2,14,5,3,9,4,12,1,0.0
5357,5357,0.195,291,6,1,0,32,2,42,0,85,4,14,5,1,5,3,6,0,0.0
5361,5361,0.333,366,1,1,0,44,2,57,0,55,5,17,5,3,9,3,16,0,0.0
5364,5364,0.371,408,1,0,1,20,0,53,0,95,6,13,5,3,9,5,16,0,0.0
5366,5366,0.054,70,4,0,1,32,1,30,0,106,2,3,5,3,1,1,16,1,0.0
5373,5373,0.25,306,7,1,1,32,0,46,1,57,5,13,5,1,7,3,14,1,0.0
5379,5379,0.916,334,2,1,0,32,1,48,0,50,4,13,5,3,7,3,15,1,0.0
5416,5416,0.456,301,0,1,0,29,2,43,0,65,1,5,5,3,1,1,14,1,0.0
5423,5423,0.583,111,6,1,0,32,2,39,0,54,5,12,5,3,8,5,18,1,5436.0
5437,5437,0.711,2,0,0,0,20,0,59,0,100,2,4,5,3,1,1,16,1,0.0
5455,5455,0.194,423,4,1,0,32,2,53,0,50,6,17,5,3,9,5,6,2,0.0
5465,5465,0.736,169,5,1,0,32,2,33,0,55,3,14,5,1,5,3,7,2,0.0
5472,5472,0.922,110,6,1,0,32,1,41,1,106,5,11,5,1,7,5,16,1,0.0
5498,5498,0.416,216,3,1,0,32,0,39,1,112,7,12,5,3,8,5,1,1,0.0
5499,5499,0.499,118,4,1,1,32,1,28,0,60,5,13,5,1,7,3,12,1,0.0
5502,5502,0.416,149,7,1,0,34,0,31,0,64,7,8,5,1,3,4,11,0,0.0
5517,5517,0.177,141,8,0,1,32,1,32,0,118,5,8,5,1,5,5,10,1,0.0
5528,5528,0.749,409,8,1,0,32,0,52,0,50,7,15,5,1,8,3,12,2,0.0
5534,5534,0.916,142,4,1,0,32,1,32,0,57,5,4,5,1,3,2,18,1,0.0
5537,5537,0.749,354,5,1,0,32,1,48,0,54,4,14,5,1,4,3,3,1,0.0
5541,5541,0.833,238,3,0,0,32,1,37,0,51,2,3,5,3,1,1,16,0,0.0
5545,5545,0.166,571,6,1,0,39,0,66,0,50,5,18,5,3,9,3,15,0,0.0
5567,5567,0.654,313,2,1,0,0,1,55,0,50,2,4,5,3,1,1,16,1,0.0
5575,5575,0.441,593,8,1,0,39,0,73,0,50,4,12,5,1,4,3,19,1,0.0
5587,5587,0.021,211,7,0,0,0,1,53,0,50,5,8,5,1,5,4,6,1,0.0
5630,5630,0.106,329,6,0,0,32,2,49,0,50,4,13,5,1,5,3,10,1,0.0
5634,5634,0.386,197,3,0,0,0,0,51,0,50,2,4,5,3,1,1,7,1,0.0
5658,5658,0.636,132,5,1,0,32,1,42,1,80,5,10,5,1,5,5,19,0,1585.87432
5683,5683,0.214,153,2,0,0,0,1,32,0,72,2,4,5,3,1,1,18,1,0.0
5692,5692,0.166,491,1,1,0,0,2,60,0,80,5,12,5,3,8,4,15,1,0.0
5706,5706,0.416,185,6,1,0,20,0,34,0,95,5,9,5,1,4,5,14,1,0.0
5728,5728,0.318,139,4,0,1,32,1,30,1,80,2,2,5,3,1,1,13,1,0.0
5746,5746,0.141,57,2,0,1,32,1,26,0,82,2,3,5,3,1,1,17,1,0.0
5748,5748,0.205,245,7,0,0,34,1,41,0,50,3,12,5,1,5,3,11,1,0.0
5784,5784,0.5,97,8,1,1,32,0,26,1,90,5,9,5,1,4,4,15,0,0.0
5790,5790,0.927,316,5,1,0,28,2,48,0,90,5,14,5,3,8,3,10,1,0.0
5817,5817,0.117,696,0,1,0,39,0,80,0,50,2,3,5,3,1,1,16,0,0.0
5841,5841,0.318,167,8,1,0,32,1,40,0,60,7,8,5,1,4,4,13,1,0.0
5842,5842,0.666,327,1,1,0,32,1,46,0,50,6,15,5,3,9,5,11,2,0.0
5844,5844,0.997,600,4,1,0,32,1,68,0,50,6,17,5,1,4,3,17,0,0.0
5862,5862,0.499,64,7,0,0,32,1,23,0,80,5,6,5,1,4,2,20,1,0.0
5882,5882,0.191,108,7,1,0,27,2,27,0,100,8,12,5,1,0,0,2,1,0.0
5913,5913,0.381,321,0,1,0,34,1,46,0,50,6,13,5,3,9,5,16,1,0.0
5920,5920,0.555,73,2,0,1,10,1,24,0,95,1,4,5,3,1,1,16,1,0.0
5931,5931,0.211,147,2,1,0,32,1,30,0,76,2,3,5,3,1,1,4,1,0.0
5933,5933,1.0,171,7,1,1,32,1,32,0,51,8,12,5,1,1,0,20,1,0.0
5934,5934,0.069,185,8,1,0,19,0,41,0,90,7,11,5,1,4,5,19,1,0.0
5958,5958,0.566,235,8,1,0,32,1,40,0,112,5,9,5,1,5,5,20,1,0.0
5983,5983,0.448,434,5,0,0,32,0,62,0,50,5,12,5,3,8,4,16,1,0.0
5992,5992,0.749,561,2,1,0,39,0,66,0,50,1,18,5,3,9,3,6,0,0.0
6003,6003,0.008,349,8,1,0,39,0,64,0,95,5,8,5,1,3,5,14,1,0.0
6033,6033,0.577,114,0,1,0,32,1,28,0,80,2,5,5,3,1,1,16,1,0.0
6036,6036,0.118,84,8,1,1,32,1,25,0,100,5,8,5,1,4,4,13,1,0.0
6037,6037,0.968,368,2,1,0,34,2,48,0,50,7,16,5,3,8,3,15,0,0.0
6039,6039,0.083,90,8,1,0,32,0,31,1,80,5,13,5,1,7,3,12,0,0.0
6056,6056,0.019,506,2,0,0,32,1,61,0,50,2,4,5,3,1,1,15,1,0.0
6063,6063,0.002,72,1,1,0,32,1,25,0,100,2,4,5,3,1,1,2,1,0.0
6067,6067,0.499,82,3,1,1,32,0,26,0,90,2,14,5,3,9,4,13,2,0.0
6073,6073,0.75,235,2,0,1,25,3,39,0,77,2,2,5,3,1,1,19,1,0.0
6075,6075,0.083,258,0,1,0,0,2,40,0,54,1,5,5,3,1,1,6,2,0.0
6080,6080,0.071,467,0,0,1,32,1,57,0,50,2,2,5,3,1,1,15,1,0.0
6096,6096,0.166,201,2,1,0,32,0,34,0,76,5,16,5,3,8,3,16,2,0.0
6115,6115,0.749,190,8,0,1,34,0,34,0,95,5,9,5,1,5,5,12,1,0.0
6136,6136,0.563,275,6,1,0,32,1,43,0,68,3,13,5,3,7,3,19,1,0.0
6147,6147,0.911,72,1,0,1,32,1,28,1,72,1,5,5,3,1,1,16,1,0.0
6158,6158,0.303,193,1,0,0,32,1,42,0,76,2,4,5,3,1,1,16,1,0.0
6181,6181,0.833,220,8,1,0,20,0,59,0,76,5,9,5,1,6,4,13,1,0.0
6208,6208,0.833,425,4,1,0,32,1,53,0,50,5,11,5,1,7,5,5,0,0.0
6213,6213,0.916,550,7,1,0,0,0,64,1,50,4,13,5,1,4,3,18,0,0.0
6238,6238,0.333,371,1,0,0,0,3,49,0,50,5,16,5,3,9,3,17,0,0.0
6240,6240,0.75,147,4,1,1,32,0,30,0,67,5,12,5,3,9,4,16,0,0.0
6246,6246,0.333,218,2,1,1,32,1,36,1,72,2,2,5,3,1,1,8,1,0.0
6253,6253,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
6255,6255,1.0,357,8,1,0,32,1,48,0,53,5,14,5,1,8,3,1,1,0.0
6295,6295,0.166,179,8,1,0,32,0,35,0,85,5,8,5,1,4,4,14,1,0.0
6300,6300,0.271,440,7,1,0,39,0,56,1,50,5,16,5,1,8,3,15,0,0.0
6323,6323,0.875,147,7,0,1,32,1,31,0,85,0,8,5,1,4,5,19,1,0.0
6329,6329,0.166,380,5,0,0,32,1,51,0,50,2,5,5,3,1,1,20,1,0.0
6330,6330,0.464,509,8,1,0,32,1,60,0,50,5,15,5,3,8,3,11,1,0.0
6344,6344,0.456,104,4,0,1,0,0,27,0,100,2,4,5,3,1,1,16,1,0.0
6345,6345,0.25,128,7,1,1,32,2,30,0,60,7,10,5,1,5,5,2,1,0.0
6356,6356,0.166,312,1,0,0,32,0,44,0,53,2,13,5,3,9,5,16,0,0.0
6400,6400,0.244,219,7,1,1,34,0,39,0,54,5,10,5,1,5,4,7,1,0.0
6414,6414,0.5,433,7,1,0,32,2,54,0,50,5,9,5,1,5,4,11,2,0.0
6426,6426,0.034,252,0,1,0,32,0,40,0,80,6,19,5,3,8,3,17,2,0.0
6427,6427,1.0,400,3,1,1,32,0,51,0,76,5,14,5,3,9,3,19,1,0.0
6434,6434,0.37,59,5,1,0,32,1,29,0,80,2,14,5,3,9,3,20,0,0.0
6473,6473,0.196,255,5,1,0,25,3,39,0,50,4,14,5,1,5,3,5,1,0.0
6490,6490,0.517,424,8,1,0,34,1,55,0,50,7,9,5,1,5,5,18,1,0.0
6502,6502,0.666,235,1,1,1,32,1,37,0,80,2,3,5,3,1,1,18,1,0.0
6517,6517,0.416,134,4,1,0,32,1,29,0,90,5,10,5,1,5,4,18,1,0.0
6528,6528,0.341,341,8,0,0,32,1,55,0,50,5,9,5,1,5,5,11,1,0.0
6552,6552,0.794,22,3,0,1,10,1,22,0,90,2,4,5,3,1,1,16,2,0.0
6589,6589,0.897,176,7,1,0,27,1,35,0,54,4,12,5,1,4,3,3,1,0.0
6592,6592,0.968,368,2,1,0,34,2,48,0,50,7,16,5,3,8,3,15,0,0.0
6607,6607,0.163,384,3,0,0,32,1,50,0,50,5,12,5,3,8,3,7,0,0.0
6611,6611,0.023,381,8,1,0,32,1,49,0,76,5,8,5,1,5,4,20,1,0.0
6613,6613,0.021,290,6,1,0,32,1,44,0,50,5,13,5,3,8,4,3,1,0.0
6638,6638,0.499,290,2,1,0,32,1,42,0,57,4,13,5,3,7,3,8,0,0.0
6647,6647,0.083,170,6,1,0,29,2,43,0,50,8,11,5,1,6,0,11,0,0.0
6648,6648,0.819,143,7,1,1,32,0,31,0,90,7,8,5,1,5,4,20,2,0.0
6671,6671,0.002,93,0,1,1,32,1,33,0,100,2,3,5,3,1,1,18,1,0.0
6674,6674,0.005,300,4,1,0,30,1,48,0,50,5,15,5,1,8,3,17,2,0.0
6693,6693,0.594,131,2,1,1,32,0,30,0,85,5,14,5,3,9,5,8,1,0.0
6700,6700,0.083,312,3,1,0,32,2,52,0,50,3,12,5,1,3,3,15,1,0.0
6713,6713,0.416,149,5,1,0,32,1,30,0,68,5,10,5,1,5,5,3,1,0.0
6716,6716,0.083,83,1,0,1,32,1,25,0,72,1,7,5,3,1,1,16,2,0.0
6724,6724,0.955,183,7,1,1,32,0,37,1,50,5,7,5,1,4,2,19,1,0.0
6732,6732,0.916,427,2,1,0,32,1,56,1,50,2,4,5,3,1,1,3,2,0.0
6751,6751,0.438,482,7,1,0,32,1,60,0,50,5,10,5,1,6,5,12,1,0.0
6755,6755,0.166,151,8,1,1,32,1,36,0,57,5,8,5,1,5,4,14,1,0.0
6761,6761,0.185,340,6,1,0,32,0,58,0,50,5,16,5,1,8,3,15,0,0.0
6764,6764,0.368,239,8,1,1,32,2,38,0,62,4,13,5,1,4,3,6,1,0.0
6785,6785,0.25,263,3,0,0,44,2,46,0,57,1,5,5,3,1,1,17,1,0.0
6815,6815,0.725,347,3,1,0,44,2,48,0,106,5,11,5,3,8,4,8,1,0.0
6816,6816,0.75,372,6,1,0,25,1,54,0,69,3,12,5,1,5,3,11,1,0.0
6818,6818,0.888,432,8,1,0,13,2,62,0,50,6,18,5,3,9,5,5,0,0.0
6820,6820,0.416,469,8,1,0,32,1,57,0,50,5,10,5,1,3,3,19,1,0.0
6843,6843,0.166,278,8,1,0,32,2,41,0,50,4,12,5,1,4,3,17,1,0.0
6874,6874,0.927,286,8,1,0,32,0,42,0,85,5,15,5,1,7,3,18,0,0.0
6893,6893,0.083,186,8,1,0,32,1,34,0,51,5,13,5,3,8,3,11,1,0.0
6897,6897,0.749,131,7,1,1,32,2,30,0,75,7,10,5,1,5,5,2,1,0.0
6900,6900,0.181,64,8,1,0,32,1,24,1,95,5,9,5,1,4,3,15,1,0.0
6902,6902,0.749,163,3,0,1,32,0,31,0,85,2,4,5,3,1,1,9,1,1113.56
6904,6904,0.019,346,3,1,0,0,2,58,0,50,5,12,5,3,8,3,18,1,0.0
6932,6932,0.221,181,4,1,0,32,1,35,0,100,1,5,5,3,1,1,15,1,0.0
6941,6941,0.749,169,5,1,1,0,2,32,0,90,2,4,5,3,1,1,3,1,0.0
6948,6948,0.416,401,6,1,0,29,2,56,0,50,6,18,5,1,4,3,15,0,0.0
6961,6961,0.416,343,2,1,0,32,3,47,0,60,6,16,5,1,4,3,13,0,0.0
6971,6971,0.166,493,3,1,0,0,1,60,1,50,1,4,5,3,1,1,16,0,0.0
6974,6974,1.0,494,8,1,0,34,1,59,0,58,5,12,5,3,7,3,20,1,0.0
6986,6986,0.166,503,5,1,0,29,2,60,0,50,5,9,5,1,5,5,5,1,0.0
6996,6996,0.052,197,2,1,0,32,0,35,0,66,1,15,5,3,8,3,7,0,0.0
6999,6999,0.749,99,6,1,0,32,1,30,0,72,5,4,5,1,3,2,11,1,0.0
7025,7025,0.755,196,2,1,0,25,1,42,0,64,7,12,5,3,8,5,9,1,0.0
7060,7060,0.416,274,1,1,0,34,2,40,0,50,0,11,5,1,0,0,15,1,0.0
7073,7073,0.499,376,8,1,0,32,1,51,0,50,3,11,5,1,4,3,16,0,0.0
7121,7121,0.881,509,4,1,0,25,2,63,0,50,6,15,5,3,9,4,17,2,0.0
7126,7126,0.025,401,6,1,0,44,2,52,0,50,7,15,5,1,8,3,17,0,0.0
7141,7141,0.499,560,0,0,0,32,2,65,0,50,2,14,5,3,9,5,17,2,0.0
7145,7145,0.542,774,2,1,0,39,0,83,1,148,5,17,5,3,9,3,16,2,0.0
7148,7148,0.249,460,7,1,0,39,0,67,1,52,6,11,5,1,1,0,18,2,0.0
7183,7183,0.588,125,0,0,0,32,2,29,0,57,5,12,5,3,8,4,16,1,0.0
7203,7203,0.416,342,3,1,0,32,2,48,0,50,6,18,5,1,4,3,17,0,0.0
7213,7213,0.032,188,1,1,0,32,1,35,0,80,2,14,5,3,9,5,15,2,0.0
7228,7228,0.564,222,8,1,0,34,0,38,0,64,6,15,5,1,2,3,15,0,0.0
7230,7230,0.166,215,1,1,0,0,2,41,0,50,2,14,5,3,9,4,8,1,0.0
7267,7267,0.442,169,3,0,0,32,0,34,0,64,6,14,5,1,3,3,16,2,0.0
7287,7287,0.458,139,3,1,1,32,1,30,0,91,1,14,5,3,9,4,6,0,0.0
7289,7289,1.0,600,8,1,0,39,0,84,0,50,5,12,5,3,7,3,6,2,0.0
7298,7298,0.874,316,6,1,0,32,1,48,0,94,5,14,5,1,7,3,7,1,0.0
7299,7299,0.75,53,1,1,1,32,1,23,0,90,5,13,5,3,8,4,15,0,0.0
7310,7310,0.016,419,7,1,0,29,2,53,0,51,8,13,5,1,0,0,12,1,0.0
7313,7313,0.75,399,3,1,0,32,1,52,0,51,2,3,5,3,1,1,4,1,0.0
7332,7332,0.098,477,6,0,0,32,1,58,0,50,3,15,5,1,5,3,17,0,0.0
7333,7333,0.024,126,8,1,0,34,0,29,0,85,5,10,5,1,6,5,20,1,0.0
7356,7356,0.125,776,7,1,0,39,0,86,1,50,7,9,5,1,5,4,14,1,0.0
7360,7360,0.125,230,5,1,0,32,2,38,0,51,7,15,5,3,8,3,17,2,0.0
7375,7375,0.741,231,2,1,1,34,1,49,0,50,5,17,5,3,9,3,15,2,0.0
7384,7384,0.827,422,3,1,0,32,0,56,0,80,5,15,5,3,8,5,16,0,0.0
7386,7386,0.749,233,1,0,0,32,2,40,0,63,5,12,5,3,8,4,8,1,0.0
7401,7401,0.401,296,6,1,0,32,0,46,0,50,5,13,5,3,8,3,17,1,1.0
7404,7404,0.013,103,8,1,1,32,0,27,1,85,5,9,5,1,4,4,15,0,0.0
7414,7414,0.25,250,8,1,0,34,0,39,1,80,5,9,5,1,5,4,12,0,0.0
7415,7415,0.5,235,4,1,0,29,0,37,0,50,3,13,5,1,5,3,18,1,0.0
7432,7432,0.166,425,1,0,0,32,2,58,0,50,2,2,5,3,1,1,3,0,0.0
7434,7434,0.25,283,4,0,0,20,0,41,0,50,3,13,5,3,7,3,17,1,0.0
7435,7435,0.128,163,8,1,0,32,2,32,0,80,6,12,5,1,2,3,6,1,0.0
7436,7436,0.499,250,2,1,0,32,1,40,0,50,2,14,5,3,9,5,16,0,0.0
7460,7460,0.084,58,4,1,0,32,0,26,0,85,5,10,5,1,5,5,18,0,0.0
7466,7466,0.463,314,3,1,0,27,2,57,0,52,7,11,5,1,6,5,14,1,0.0
7467,7467,0.666,147,6,1,0,27,2,43,0,61,8,9,5,1,3,0,12,1,265.7891239
7469,7469,1.0,600,8,1,0,39,0,84,0,50,5,12,5,3,7,3,6,2,0.0
7474,7474,0.249,186,2,1,1,32,0,33,0,72,1,7,5,3,1,1,6,2,0.0
7476,7476,1.0,174,7,1,0,32,1,40,0,95,5,9,5,1,4,4,20,1,1204.0
